target_id	length	eff_length	est_counts	tpm
TRINITY_DN21519_c0_g1_i1	304	245.053	2	0.328054
TRINITY_DN21515_c0_g2_i1	205	147.45	0	0
TRINITY_DN21515_c0_g1_i1	449	389.991	0	0
TRINITY_DN21442_c1_g1_i1	203	145.554	0	0
TRINITY_DN21442_c0_g1_i1	283	224.053	4	0.717604
TRINITY_DN21452_c0_g1_i1	332	273.053	9.75964	1.43669
TRINITY_DN21452_c0_g1_i10	429	369.991	9.85953	1.07113
TRINITY_DN21452_c0_g1_i11	414	354.991	0	0
TRINITY_DN21452_c0_g1_i2	401	342.025	0	0
TRINITY_DN21452_c0_g1_i3	486	426.991	0	0
TRINITY_DN21452_c0_g1_i4	313	254.053	1.24036	0.196245
TRINITY_DN21452_c0_g1_i5	328	269.053	0	0
TRINITY_DN21452_c0_g1_i7	226	167.915	8.0692	1.9316
TRINITY_DN21452_c0_g1_i8	294	235.053	6.41462	1.09693
TRINITY_DN21452_c0_g1_i9	218	160.095	7.30521	1.83413
TRINITY_DN21452_c0_g2_i1	230	171.83	0	0
TRINITY_DN21452_c1_g1_i1	217	159.143	0	0
TRINITY_DN21478_c0_g1_i1	292	233.053	359.201	61.9525
TRINITY_DN21478_c0_g1_i2	720	660.991	1	0.0608106
TRINITY_DN21520_c0_g1_i1	217	159.143	0	0
TRINITY_DN21482_c0_g1_i1	215	157.143	12.4597	3.18704
TRINITY_DN21438_c0_g1_i1	357	298.025	0	0
TRINITY_DN21438_c1_g1_i1	232	173.796	0	0
TRINITY_DN21536_c1_g1_i1	201	143.699	7.95167	2.22423
TRINITY_DN21536_c0_g2_i1	351	292.025	19.9142	2.74105
TRINITY_DN21536_c0_g1_i1	234	175.708	5.08582	1.16344
TRINITY_DN21536_c0_g1_i3	498	438.991	7.45264	0.682386
TRINITY_DN21536_c0_g1_i4	231	172.796	3.54736	0.825176
TRINITY_DN21473_c0_g1_i1	313	254.053	0	0
TRINITY_DN21528_c0_g1_i1	216	158.143	0	0
TRINITY_DN21528_c0_g1_i2	599	539.991	0	0
TRINITY_DN21463_c0_g1_i1	245	186.437	0	0
TRINITY_DN21483_c0_g1_i1	207	149.391	0	0
TRINITY_DN21483_c0_g1_i2	229	170.847	52	12.234
TRINITY_DN21454_c1_g1_i1	284	225.053	0	0
TRINITY_DN21481_c3_g1_i1	285	226.053	26.9932	4.79976
TRINITY_DN21513_c1_g1_i1	625	565.991	0	0
TRINITY_DN21513_c0_g1_i1	207	149.391	1	0.269061
TRINITY_DN21513_c0_g2_i1	244	185.437	3	0.650279
TRINITY_DN21513_c0_g2_i10	354	295.025	0	0
TRINITY_DN21513_c0_g2_i3	412	352.991	0	0
TRINITY_DN21513_c0_g2_i6	470	410.991	53	5.18345
TRINITY_DN21513_c0_g2_i8	244	185.437	2	0.43352
TRINITY_DN21505_c1_g1_i1	205	147.45	1506.53	410.683
TRINITY_DN21509_c0_g1_i1	319	260.053	0	0
TRINITY_DN21443_c0_g1_i1	220	162.03	2	0.496144
TRINITY_DN21487_c0_g1_i1	219	161.079	0	0
TRINITY_DN21499_c0_g1_i1	211	153.314	5	1.31088
TRINITY_DN21437_c1_g1_i1	214	156.19	3	0.772044
TRINITY_DN21437_c2_g1_i1	234	175.708	2.09376	0.47897
TRINITY_DN21444_c0_g1_i1	237	178.637	0	0
TRINITY_DN21444_c0_g2_i1	354	295.025	937.962	127.791
TRINITY_DN21436_c0_g1_i1	969	909.991	0	0
TRINITY_DN21436_c0_g1_i2	628	568.991	0	0
TRINITY_DN21469_c0_g1_i1	204	146.51	0	0
TRINITY_DN21507_c0_g1_i1	262	203.241	0	0
TRINITY_DN21459_c0_g1_i1	262	203.241	1	0.197771
TRINITY_DN21465_c0_g1_i1	213	155.206	13.012	3.36985
TRINITY_DN21510_c1_g1_i1	234	175.708	0	0
TRINITY_DN21525_c0_g1_i1	257	198.302	0	0
TRINITY_DN21525_c0_g1_i2	324	265.053	0	0
TRINITY_DN21479_c0_g1_i1	258	199.302	10.8618	2.1906
TRINITY_DN21535_c0_g1_i1	214	156.19	0	0
TRINITY_DN21462_c0_g1_i1	464	404.991	0	0
TRINITY_DN21462_c0_g1_i2	545	485.991	0	0
TRINITY_DN21530_c0_g1_i1	281	222.053	0	0
TRINITY_DN21488_c0_g1_i1	274	215.096	15.5502	2.90589
TRINITY_DN21518_c0_g2_i1	537	477.991	1	0.0840922
TRINITY_DN21518_c0_g1_i1	545	485.991	4	0.330832
TRINITY_DN21447_c0_g1_i1	298	239.053	3.24824	0.546171
TRINITY_DN21496_c0_g1_i1	239	180.583	3.14754	0.700596
TRINITY_DN21450_c0_g1_i1	225	166.915	0	0
TRINITY_DN21531_c0_g1_i1	283	224.053	0	0
TRINITY_DN21534_c0_g1_i1	416	356.991	2	0.225189
TRINITY_DN21446_c0_g1_i2	1211	1151.99	0	0
TRINITY_DN21446_c0_g1_i4	1046	986.991	1	0.0407251
TRINITY_DN21517_c0_g2_i1	217	159.143	11	2.7783
TRINITY_DN21517_c0_g1_i1	245	186.437	7.18339	1.54872
TRINITY_DN21517_c2_g1_i1	246	187.437	0	0
TRINITY_DN21440_c0_g2_i1	213	155.206	2.22057	0.575084
TRINITY_DN21440_c0_g1_i1	315	256.053	4.40793	0.691959
TRINITY_DN21490_c0_g1_i1	260	201.302	138	27.5554
TRINITY_DN21494_c1_g1_i1	323	264.053	61.0433	9.29228
TRINITY_DN21494_c1_g1_i2	232	173.796	121.077	28.0025
TRINITY_DN21494_c1_g1_i3	220	162.03	7.21141	1.78895
TRINITY_DN21494_c1_g1_i4	233	174.743	23.2914	5.3576
TRINITY_DN21494_c2_g1_i1	213	155.206	0	0
TRINITY_DN21500_c0_g2_i1	261	202.241	7	1.39124
TRINITY_DN21500_c0_g1_i1	225	166.915	0	0
TRINITY_DN21526_c0_g1_i1	328	269.053	7.55905	1.12929
TRINITY_DN21526_c0_g2_i1	298	239.053	0	0
TRINITY_DN21506_c0_g1_i1	337	278.053	0	0
TRINITY_DN21470_c0_g1_i1	394	335.025	159.033	19.0803
TRINITY_DN21470_c1_g1_i1	381	322.025	34.9883	4.36725
TRINITY_DN21470_c6_g1_i1	362	303.025	5.02878	0.667051
TRINITY_DN21470_c5_g1_i1	261	202.241	2.00168	0.397833
TRINITY_DN21470_c7_g1_i1	218	160.095	1	0.251071
TRINITY_DN21470_c4_g1_i1	237	178.637	4.07946	0.91792
TRINITY_DN21458_c0_g1_i1	232	173.796	0	0
TRINITY_DN21458_c1_g1_i1	265	206.221	0	0
TRINITY_DN21472_c2_g1_i1	216	158.143	0	0
TRINITY_DN21472_c0_g1_i1	202	144.612	0	0
TRINITY_DN21456_c2_g1_i1	280	221.053	0	0
TRINITY_DN21456_c0_g1_i1	284	225.053	0	0
TRINITY_DN21497_c1_g1_i1	228	169.847	1.0134	0.239826
TRINITY_DN21504_c1_g1_i1	225	166.915	45.0508	10.8488
TRINITY_DN21475_c1_g1_i1	220	162.03	0	0
TRINITY_DN5656_c0_g1_i1	362	303.025	0	0
TRINITY_DN5656_c0_g1_i2	787	727.991	11	0.607354
TRINITY_DN5656_c0_g1_i3	337	278.053	5358.68	774.65
TRINITY_DN5625_c0_g1_i1	449	389.991	9.92571	1.02302
TRINITY_DN5625_c0_g1_i2	446	386.991	0	0
TRINITY_DN5625_c0_g1_i3	285	226.053	1.02763	0.182727
TRINITY_DN5625_c0_g1_i4	521	461.991	4.44288	0.38655
TRINITY_DN5625_c0_g2_i1	265	206.221	0	0
TRINITY_DN5625_c0_g2_i2	265	206.221	12.6455	2.46478
TRINITY_DN5625_c0_g2_i3	303	244.053	1.20324	0.198172
TRINITY_DN5625_c0_g2_i4	303	244.053	0	0
TRINITY_DN5625_c2_g1_i1	250	191.399	0	0
TRINITY_DN5655_c0_g1_i1	1730	1670.99	6	0.144329
TRINITY_DN5655_c0_g1_i2	1781	1721.99	0	0
TRINITY_DN5680_c0_g1_i1	937	877.991	44	2.01436
TRINITY_DN5627_c0_g1_i1	238	179.62	43.1185	9.64906
TRINITY_DN5636_c1_g1_i1	208	150.391	5.00632	1.33805
TRINITY_DN5636_c0_g1_i1	399	340.025	3.06051	0.361792
TRINITY_DN5636_c0_g1_i11	1080	1020.99	49.2515	1.93897
TRINITY_DN5636_c0_g1_i2	902	842.991	37.7827	1.80154
TRINITY_DN5636_c0_g1_i3	955	895.991	14.6391	0.656729
TRINITY_DN5636_c0_g1_i4	613	553.991	0	0
TRINITY_DN5636_c0_g1_i5	805	745.991	9.59321	0.516899
TRINITY_DN5636_c0_g1_i6	998	938.991	0	0
TRINITY_DN5636_c0_g1_i9	738	678.991	11.8709	0.70274
TRINITY_DN5653_c0_g3_i1	210	152.36	30.9533	8.16601
TRINITY_DN5653_c0_g1_i1	224	165.932	7.78659	1.88622
TRINITY_DN5653_c1_g1_i1	247	188.418	24.5708	5.2417
TRINITY_DN5653_c0_g4_i1	206	148.421	114.542	31.0203
TRINITY_DN5653_c0_g2_i1	234	175.708	45.0542	10.3067
TRINITY_DN5653_c0_g2_i2	236	177.655	25.3182	5.72835
TRINITY_DN5653_c0_g2_i3	232	173.796	144.327	33.3798
TRINITY_DN5633_c0_g3_i1	511	451.991	0	0
TRINITY_DN5633_c0_g3_i2	502	442.991	7.03284	0.638133
TRINITY_DN5633_c0_g3_i3	349	290.025	0	0
TRINITY_DN5633_c0_g1_i1	265	206.221	220.657	43.0091
TRINITY_DN5633_c0_g1_i2	270	211.096	169.85	32.3415
TRINITY_DN5633_c0_g2_i1	305	246.053	8.07198	1.31864
TRINITY_DN5633_c0_g2_i2	277	218.075	16.0341	2.95539
TRINITY_DN5633_c0_g2_i3	207	149.391	2.28551	0.614942
TRINITY_DN5693_c0_g1_i2	288	229.053	10.0635	1.76598
TRINITY_DN5693_c0_g1_i3	274	215.096	0	0
TRINITY_DN5693_c0_g1_i4	363	304.025	20.9365	2.76803
TRINITY_DN5603_c0_g1_i1	384	325.025	0	0
TRINITY_DN5610_c0_g1_i1	2266	2206.99	7	0.127489
TRINITY_DN5610_c0_g1_i2	3069	3009.99	0	0
TRINITY_DN5610_c0_g1_i5	3252	3192.99	0	0
TRINITY_DN5610_c0_g1_i6	3252	3192.99	0	0
TRINITY_DN5610_c0_g1_i7	231	172.796	0	0
TRINITY_DN5661_c0_g1_i1	577	517.991	214.451	16.6411
