name	term	lev	seq	value
"cell fate specification"	GO:0001708	2	G5EFD9	-2.15244617218008
"cell fate specification"	GO:0001708	2	Q9VS24	-1.22643223158264
"cell fate specification"	GO:0001708	2	O35465	-0.636413204177847
"cell fate specification"	GO:0001708	2	Q14318	-0.310466959238498
"cell fate specification"	GO:0001708	2	P07713	-1.22643223158264
"double-strand break repair via break-induced replication"	GO:0000727	2	Q9VQY9	-4.71528865723834
"double-strand break repair via break-induced replication"	GO:0000727	2	A4FUD9	-4.61199699977338
"double-strand break repair via break-induced replication"	GO:0000727	2	P38132	-3.00766931882565
"double-strand break repair via break-induced replication"	GO:0000727	2	Q499W2	-0.430452934619131
"double-strand break repair via break-induced replication"	GO:0000727	2	Q7Q0Q1	1.31512207214825
"double-strand break repair via break-induced replication"	GO:0000727	2	Q9XYU0	6.60572063265334
"double-strand break repair via break-induced replication"	GO:0000727	2	Q6NX31	-0.636413204177847
"double-strand break repair via break-induced replication"	GO:0000727	2	Q6P1V8	1.93638612520405
"double-strand break repair via break-induced replication"	GO:0000727	2	Q9Y248	2.5300468732115
"double-strand break repair via break-induced replication"	GO:0000727	2	Q61881	0.32536458894779
"double-strand break repair via break-induced replication"	GO:0000727	2	P97310	-1.65521113930495
"double-strand break repair via break-induced replication"	GO:0000727	2	P49717	1.34982321153007
"double-strand break repair via break-induced replication"	GO:0000727	2	Q6DIH3	-0.860335380466845
"double-strand break repair via break-induced replication"	GO:0000727	2	Q26454	3.89317865030382
"double-strand break repair via break-induced replication"	GO:0000727	2	Q561P5	2.11179053844763
"regionalization"	GO:0001756;GO:0009952;GO:0035282;GO:0003002	3	Q8BYB9	-0.636413204177847
"regionalization"	GO:0001756;GO:0009952;GO:0035282;GO:0003002	3	Q8NBL1	-0.47208039373182
"regionalization"	GO:0001756;GO:0009952;GO:0035282;GO:0003002	3	Q8IZP0	-1.18127910764042
"regionalization"	GO:0001756;GO:0009952;GO:0035282;GO:0003002	3	Q6TEN1	-0.77777178623185
"regionalization"	GO:0001756;GO:0009952;GO:0035282;GO:0003002	3	Q9QZM5	-0.684878930186687
"regionalization"	GO:0001756;GO:0009952;GO:0035282;GO:0003002	3	Q07496	1.31512207214825
"regionalization"	GO:0001756;GO:0009952;GO:0035282;GO:0003002	3	Q9IAT6	1.31512207214825
"regionalization"	GO:0001756;GO:0009952;GO:0035282;GO:0003002	3	B3LVB0	1.31082028721323
"regionalization"	GO:0001756;GO:0009952;GO:0035282;GO:0003002	3	B4JYU5	-0.521521764142584
"phosphorelay signal transduction system"	GO:0000160	3	Q2KCH7	-23.4547339169907
"phosphorelay signal transduction system"	GO:0000160	3	Q1M7A0	-5.69232157287775
"phosphorelay signal transduction system"	GO:0000160	3	Q0PEV3	-7.54019002327253
"phosphorelay signal transduction system"	GO:0000160	3	Q00934	-7.28238578661024
"phosphorelay signal transduction system"	GO:0000160	3	A0KEJ0	-7.77294088867363
"phosphorelay signal transduction system"	GO:0000160	3	P0AD00	-23.6973059523213
"phosphorelay signal transduction system"	GO:0000160	3	P50350	-9.39452572283507
"phosphorelay signal transduction system"	GO:0000160	3	Q2YQA5	-22.1614006105926
"phosphorelay signal transduction system"	GO:0000160	3	P17899	-6.12850971782869
"phosphorelay signal transduction system"	GO:0000160	3	P12626	-0.636413204177847
"phosphorelay signal transduction system"	GO:0000160	3	Q06065	-22.4100320278115
"phosphorelay signal transduction system"	GO:0000160	3	Q8D4U6	-6.30263699522782
"phosphorelay signal transduction system"	GO:0000160	3	P55701	-22.9714697664099
"phosphorelay signal transduction system"	GO:0000160	3	Q56127	-9.19823176913937
"phosphorelay signal transduction system"	GO:0000160	3	P55184	-6.85882721226681
"phosphorelay signal transduction system"	GO:0000160	3	Q8GP20	-4.15694459733799
"phosphorelay signal transduction system"	GO:0000160	3	P23221	-7.05956900662125
"phosphorelay signal transduction system"	GO:0000160	3	O25154	-21.7623151581672
"phosphorelay signal transduction system"	GO:0000160	3	Q9ZHD3	-3.26786236068743
"phosphorelay signal transduction system"	GO:0000160	3	Q2FX09	-7.97227574995811
"phosphorelay signal transduction system"	GO:0000160	3	Q8X613	-3.26786236068743
"phosphorelay signal transduction system"	GO:0000160	3	Q87K77	-6.47311793970499
"phosphorelay signal transduction system"	GO:0000160	3	P50351	-22.0069811638902
"phosphorelay signal transduction system"	GO:0000160	3	Q51455	-21.5598311080873
"phosphorelay signal transduction system"	GO:0000160	3	P38035	-6.62556904067789
"phosphorelay signal transduction system"	GO:0000160	3	Q8XBS3	-22.1614006105926
"phosphorelay signal transduction system"	GO:0000160	3	Q04849	-5.20382864347867
"phosphorelay signal transduction system"	GO:0000160	3	P0AE89	-7.53386743858908
"phosphorelay signal transduction system"	GO:0000160	3	P44845	-8.93239041013852
"phosphorelay signal transduction system"	GO:0000160	3	Q9HPU8	-6.51276792446814
"phosphorelay signal transduction system"	GO:0000160	3	Q8D0P1	-22.1220192329494
"phosphorelay signal transduction system"	GO:0000160	3	P0AA18	-24.4830895363367
"phosphorelay signal transduction system"	GO:0000160	3	O78428	-5.82422784636958
"phosphorelay signal transduction system"	GO:0000160	3	P29267	-6.43234814900387
"phosphorelay signal transduction system"	GO:0000160	3	P0A5Z7	-22.4100320278115
"phosphorelay signal transduction system"	GO:0000160	3	B2S753	-4.99573101924674
"phosphorelay signal transduction system"	GO:0000160	3	Q9FAD7	-6.69614876002704
"phosphorelay signal transduction system"	GO:0000160	3	A1TEL7	-22.637084867387
"phosphorelay signal transduction system"	GO:0000160	3	Q9I4N3	-21.7089879064589
"phosphorelay signal transduction system"	GO:0000160	3	P15940	-7.50032203392972
"phosphorelay signal transduction system"	GO:0000160	3	Q9F868	-7.26675412901618
"phosphorelay signal transduction system"	GO:0000160	3	P31802	-21.7623151581672
"phosphorelay signal transduction system"	GO:0000160	3	P54930	-5.54712309543144
"phosphorelay signal transduction system"	GO:0000160	3	B2SB45	-23.8072487513004
"phosphorelay signal transduction system"	GO:0000160	3	P69409	-7.8481353213378
"phosphorelay signal transduction system"	GO:0000160	3	P66796	-7.12642379450735
"phosphorelay signal transduction system"	GO:0000160	3	Q9A5I5	-4.09211372835515
"phosphorelay signal transduction system"	GO:0000160	3	P9WGN0	-21.6741102201246
"phosphorelay signal transduction system"	GO:0000160	3	Q55169	-4.99573101924674
