target_id	length	eff_length	est_counts	tpm
TRINITY_DN4725_c0_g1_i1	732	586.636	0	0
TRINITY_DN4795_c0_g1_i1	316	176.332	0	0
TRINITY_DN4747_c0_g1_i1	250	119.653	0	0
TRINITY_DN4709_c0_g1_i1	633	487.739	0	0
TRINITY_DN4706_c0_g1_i1	732	586.636	0	0
TRINITY_DN4715_c0_g1_i1	452	307.381	0	0
TRINITY_DN4722_c0_g1_i1	470	325.224	0	0
TRINITY_DN4775_c0_g1_i1	201	84.4678	0	0
TRINITY_DN4791_c0_g1_i1	777	631.636	0	0
TRINITY_DN4746_c0_g1_i1	974	828.636	0	0
TRINITY_DN4703_c0_g1_i1	788	642.636	0	0
TRINITY_DN4760_c0_g1_i1	649	503.739	0	0
TRINITY_DN4749_c0_g1_i1	859	713.636	0	0
TRINITY_DN4773_c0_g1_i1	551	405.87	0	0
TRINITY_DN4718_c0_g1_i1	509	364.02	0	0
TRINITY_DN4751_c0_g1_i1	236	108.928	0	0
TRINITY_DN4726_c0_g1_i1	649	503.739	0	0
TRINITY_DN4727_c0_g1_i1	608	462.739	0	0
TRINITY_DN4724_c0_g1_i1	219	96.6401	0	0
TRINITY_DN4778_c1_g1_i1	242	113.588	0	0
TRINITY_DN4766_c0_g1_i1	635	489.739	0	0
TRINITY_DN4776_c0_g1_i1	384	240.753	0	0
TRINITY_DN4764_c0_g1_i1	851	705.636	0	0
TRINITY_DN4762_c0_g1_i1	242	113.588	0	0
TRINITY_DN4721_c0_g1_i1	224	99.7317	0	0
TRINITY_DN4758_c0_g1_i1	597	451.739	0	0
TRINITY_DN4785_c0_g1_i1	228	102.733	0	0
TRINITY_DN4796_c0_g1_i1	370	227.248	0	0
TRINITY_DN4781_c0_g1_i1	234	107.39	0	0
TRINITY_DN4788_c0_g1_i1	613	467.739	0	0
TRINITY_DN4759_c0_g1_i1	493	348.125	0	0
TRINITY_DN4743_c0_g1_i1	271	136.41	0	0
TRINITY_DN4789_c0_g1_i1	731	585.636	0	0
TRINITY_DN4707_c0_g1_i1	523	377.87	0	0
TRINITY_DN4748_c0_g1_i1	594	448.784	0	0
TRINITY_DN4761_c0_g1_i1	558	412.87	0	0
TRINITY_DN4794_c0_g1_i1	813	667.636	0	0
