target_id	length	eff_length	est_counts	tpm
TRINITY_DN21519_c0_g1_i1	304	195.74	5	0.84993
TRINITY_DN21515_c0_g2_i1	205	105.179	1.19513	0.378076
TRINITY_DN21515_c0_g1_i1	449	338.925	0	0
TRINITY_DN21442_c1_g1_i1	203	103.536	0	0
TRINITY_DN21442_c0_g1_i1	283	175.596	0	0
TRINITY_DN21452_c0_g1_i1	332	223.172	0	0
TRINITY_DN21452_c0_g1_i10	429	319.158	0	0
TRINITY_DN21452_c0_g1_i11	414	304.22	0	0
TRINITY_DN21452_c0_g1_i2	401	291.25	0	0
TRINITY_DN21452_c0_g1_i3	486	375.747	1.4476	0.128187
TRINITY_DN21452_c0_g1_i4	313	204.538	0	0
TRINITY_DN21452_c0_g1_i5	328	219.261	0	0
TRINITY_DN21452_c0_g1_i7	226	123.261	5.74253	1.55013
TRINITY_DN21452_c0_g1_i8	294	186.029	0	0
TRINITY_DN21452_c0_g1_i9	218	116.181	0.552405	0.158203
TRINITY_DN21452_c0_g2_i1	230	126.767	0	0
TRINITY_DN21452_c1_g1_i1	217	115.278	0	0
TRINITY_DN21478_c0_g1_i1	292	184.159	13.3083	2.40448
TRINITY_DN21478_c0_g1_i2	720	609.181	3	0.163858
TRINITY_DN21520_c0_g1_i1	217	115.278	0	0
TRINITY_DN21482_c0_g1_i1	215	113.579	0	0
TRINITY_DN21438_c0_g1_i1	357	247.766	1.01351	0.136106
TRINITY_DN21438_c1_g1_i1	232	128.516	0	0
TRINITY_DN21536_c1_g1_i1	201	101.779	0	0
TRINITY_DN21536_c0_g2_i1	351	241.889	0	0
TRINITY_DN21536_c0_g1_i1	234	130.288	0	0
TRINITY_DN21536_c0_g1_i3	498	387.633	39	3.34761
TRINITY_DN21536_c0_g1_i4	231	127.622	0	0
TRINITY_DN21473_c0_g1_i1	313	204.538	1	0.162674
TRINITY_DN21528_c0_g1_i1	216	114.423	0	0
TRINITY_DN21528_c0_g1_i2	599	488.337	0	0
TRINITY_DN21463_c0_g1_i1	245	140.379	0	0
TRINITY_DN21483_c0_g1_i1	207	106.885	0	0
TRINITY_DN21483_c0_g1_i2	229	125.873	0	0
TRINITY_DN21454_c1_g1_i1	284	176.542	9.55569	1.80096
TRINITY_DN21481_c3_g1_i1	285	177.525	0	0
TRINITY_DN21513_c1_g1_i1	625	514.238	0	0
TRINITY_DN21513_c0_g1_i1	207	106.885	0	0
TRINITY_DN21513_c0_g2_i1	244	139.523	0	0
TRINITY_DN21513_c0_g2_i10	354	244.816	0	0
TRINITY_DN21513_c0_g2_i3	412	302.22	0	0
TRINITY_DN21513_c0_g2_i6	470	359.82	0	0
TRINITY_DN21513_c0_g2_i8	244	139.523	0	0
TRINITY_DN21505_c1_g1_i1	205	105.179	196.526	62.1705
TRINITY_DN21509_c0_g1_i1	319	210.455	0	0
TRINITY_DN21443_c0_g1_i1	220	118.033	2	0.563791
TRINITY_DN21487_c0_g1_i1	219	117.095	2	0.568309
TRINITY_DN21499_c0_g1_i1	211	110.135	29	8.76125
TRINITY_DN21437_c1_g1_i1	214	112.71	0	0
TRINITY_DN21437_c2_g1_i1	234	130.288	2	0.510761
TRINITY_DN21444_c0_g1_i1	237	133.071	0	0
TRINITY_DN21444_c0_g2_i1	354	244.816	14.9065	2.02595
TRINITY_DN21436_c0_g1_i1	969	858.181	1	0.0387715
TRINITY_DN21436_c0_g1_i2	628	517.238	1	0.0643282
TRINITY_DN21469_c0_g1_i1	204	104.347	0	0
TRINITY_DN21507_c0_g1_i1	262	156.078	0	0
TRINITY_DN21459_c0_g1_i1	262	156.078	0	0
TRINITY_DN21465_c0_g1_i1	213	111.865	0	0
TRINITY_DN21510_c1_g1_i1	234	130.288	0	0
TRINITY_DN21525_c0_g1_i1	257	151.455	0	0
TRINITY_DN21525_c0_g1_i2	324	215.327	0	0
TRINITY_DN21479_c0_g1_i1	258	152.377	2	0.436719
TRINITY_DN21535_c0_g1_i1	214	112.71	0	0
TRINITY_DN21462_c0_g1_i1	464	353.892	0	0
TRINITY_DN21462_c0_g1_i2	545	434.428	0	0
TRINITY_DN21530_c0_g1_i1	281	173.631	0	0
TRINITY_DN21488_c0_g1_i1	274	167.062	0	0
TRINITY_DN21518_c0_g2_i1	537	426.428	2	0.156055
TRINITY_DN21518_c0_g1_i1	545	434.428	3	0.229771
TRINITY_DN21447_c0_g1_i1	298	189.953	0	0
TRINITY_DN21496_c0_g1_i1	239	134.863	2	0.493433
TRINITY_DN21450_c0_g1_i1	225	122.428	0	0
TRINITY_DN21531_c0_g1_i1	283	175.596	0	0
TRINITY_DN21534_c0_g1_i1	416	306.22	4	0.434629
TRINITY_DN21446_c0_g1_i2	1211	1100.18	0	0
TRINITY_DN21446_c0_g1_i4	1046	935.181	0	0
TRINITY_DN21517_c0_g2_i1	217	115.278	69.7282	20.1259
TRINITY_DN21517_c0_g1_i1	245	140.379	33.9586	8.04896
TRINITY_DN21517_c2_g1_i1	246	141.365	2.01402	0.474041
TRINITY_DN21440_c0_g2_i1	213	111.865	0	0
TRINITY_DN21440_c0_g1_i1	315	206.497	0	0
TRINITY_DN21490_c0_g1_i1	260	154.236	0	0
TRINITY_DN21494_c1_g1_i1	323	214.348	2.63594	0.409173
TRINITY_DN21494_c1_g1_i2	232	128.516	23.5066	6.0859
TRINITY_DN21494_c1_g1_i3	220	118.033	26.7264	7.53404
TRINITY_DN21494_c1_g1_i4	233	129.409	6.03098	1.55066
TRINITY_DN21494_c2_g1_i1	213	111.865	1	0.29744
TRINITY_DN21500_c0_g2_i1	261	155.126	0	0
TRINITY_DN21500_c0_g1_i1	225	122.428	0	0
