target_id	length	eff_length	est_counts	tpm
TRINITY_DN4725_c0_g1_i1	732	600.445	181	9.8922
TRINITY_DN4795_c0_g1_i1	316	189.12	7	1.21464
TRINITY_DN4747_c0_g1_i1	250	129.922	0	0
TRINITY_DN4709_c0_g1_i1	633	501.496	25	1.63591
TRINITY_DN4706_c0_g1_i1	732	600.445	44	2.40473
TRINITY_DN4715_c0_g1_i1	452	321.53	45	4.59281
TRINITY_DN4722_c0_g1_i1	470	339.365	3	0.290096
TRINITY_DN4775_c0_g1_i1	201	91.8617	7	2.50064
TRINITY_DN4791_c0_g1_i1	777	645.445	5	0.254213
TRINITY_DN4746_c0_g1_i1	974	842.445	2	0.0779069
TRINITY_DN4703_c0_g1_i1	788	656.445	35	1.74967
TRINITY_DN4760_c0_g1_i1	649	517.445	14	0.887874
TRINITY_DN4749_c0_g1_i1	859	727.445	0	0
TRINITY_DN4773_c0_g1_i1	551	419.905	170	13.2857
TRINITY_DN4718_c0_g1_i1	509	378.146	1	0.0867816
TRINITY_DN4751_c0_g1_i1	236	118.684	2	0.553
TRINITY_DN4726_c0_g1_i1	649	517.445	23	1.45865
TRINITY_DN4727_c0_g1_i1	608	476.593	230	15.8368
TRINITY_DN4724_c0_g1_i1	219	105.19	8	2.49576
TRINITY_DN4778_c1_g1_i1	242	123.481	0	0
TRINITY_DN4766_c0_g1_i1	635	503.496	3	0.19553
TRINITY_DN4776_c0_g1_i1	384	254.697	0	0
TRINITY_DN4764_c0_g1_i1	851	719.445	77	3.51221
TRINITY_DN4762_c0_g1_i1	242	123.481	11	2.92335
TRINITY_DN4721_c0_g1_i1	224	108.857	0	0
TRINITY_DN4758_c0_g1_i1	597	465.64	5	0.352377
TRINITY_DN4785_c0_g1_i1	228	112.092	3	0.878284
TRINITY_DN4796_c0_g1_i1	370	241.167	92	12.5186
TRINITY_DN4781_c0_g1_i1	234	117.004	6	1.68282
TRINITY_DN4788_c0_g1_i1	613	481.593	11	0.749549
TRINITY_DN4759_c0_g1_i1	493	362.294	15	1.35868
TRINITY_DN4743_c0_g1_i1	271	147.973	1	0.221771
TRINITY_DN4789_c0_g1_i1	731	599.445	11	0.602186
TRINITY_DN4707_c0_g1_i1	523	392.107	6	0.502151
TRINITY_DN4748_c0_g1_i1	594	462.64	55	3.90128
TRINITY_DN4761_c0_g1_i1	558	426.905	4	0.307479
TRINITY_DN4794_c0_g1_i1	813	681.445	77	3.70807
TRINITY_DN4799_c0_g1_i1	305	178.887	0	0
TRINITY_DN4772_c0_g1_i1	1349	1217.44	93	2.50681
TRINITY_DN4786_c0_g1_i1	559	427.905	0	0
TRINITY_DN4787_c0_g1_i1	229	112.907	0	0
TRINITY_DN4720_c0_g1_i1	848	716.445	103	4.71782
TRINITY_DN4700_c0_g1_i1	525	394.107	8	0.666137
TRINITY_DN4729_c0_g1_i1	528	397.107	0	0
TRINITY_DN4755_c0_g1_i1	1083	951.445	91	3.13867
TRINITY_DN4780_c0_g1_i1	389	259.619	23	2.90723
TRINITY_DN4734_c0_g1_i1	684	552.445	2	0.118803
TRINITY_DN4765_c0_g1_i1	425	294.961	9	1.0013
TRINITY_DN4714_c0_g1_i1	413	283.105	8	0.927319
TRINITY_DN4768_c0_g1_i1	221	106.622	0	0
TRINITY_DN4730_c0_g1_i1	527	396.107	19	1.57409
TRINITY_DN4798_c0_g1_i1	259	137.416	0	0
TRINITY_DN4782_c0_g1_i1	203	93.3735	12	4.2174
TRINITY_DN4769_c0_g1_i1	248	128.374	0	0
TRINITY_DN4713_c0_g1_i1	676	544.445	7	0.421921
TRINITY_DN4723_c0_g1_i1	1238	1106.44	2	0.0593182
TRINITY_DN4735_c0_g1_i1	211	99.2399	0	0
TRINITY_DN4728_c0_g1_i1	848	716.445	0	0
TRINITY_DN4754_c0_g1_i1	577	445.73	0	0
TRINITY_DN4739_c0_g1_i1	293	167.789	0	0
TRINITY_DN4742_c0_g1_i1	359	230.549	0	0
TRINITY_DN4744_c0_g1_i1	681	549.445	4	0.238904
TRINITY_DN4719_c0_g1_i1	653	521.445	8	0.503465
TRINITY_DN4757_c0_g1_i1	566	434.905	11158	841.936
TRINITY_DN4779_c0_g1_i1	326	198.65	0	0
TRINITY_DN4777_c0_g1_i1	689	557.445	24	1.41285
TRINITY_DN4770_c0_g1_i1	264	141.803	2	0.46284
TRINITY_DN4701_c0_g1_i1	412	282.105	1	0.116326
TRINITY_DN4716_c0_g1_i1	548	416.905	8	0.629709
TRINITY_DN4705_c0_g1_i1	260	138.271	5	1.18666
TRINITY_DN4745_c0_g1_i1	265	142.744	12	2.75874
TRINITY_DN4711_c0_g1_i1	601	469.64	5	0.349375
TRINITY_DN4704_c0_g1_i1	567	435.862	2	0.150581
TRINITY_DN4737_c0_g1_i1	241	122.692	9	2.4072
TRINITY_DN4733_c0_g1_i1	473	342.365	6	0.575107
TRINITY_DN4790_c0_g1_i1	203	93.3735	1	0.35145
TRINITY_DN4793_c0_g1_i1	544	412.947	7	0.556277
TRINITY_DN4736_c0_g1_i1	347	218.89	0	0
TRINITY_DN4732_c0_g1_i1	223	108.145	3	0.910335
TRINITY_DN4756_c0_g1_i1	773	641.445	41	2.09755
TRINITY_DN4738_c0_g1_i1	516	385.146	4	0.340818
TRINITY_DN4708_c0_g1_i1	819	687.445	117	5.58516
TRINITY_DN4797_c0_g1_i1	223	108.145	0	0
TRINITY_DN4752_c0_g1_i1	411	281.134	122	14.2408
TRINITY_DN4784_c0_g1_i1	233	116.245	8	2.25841
TRINITY_DN4702_c0_g1_i1	538	406.947	5	0.403199
TRINITY_DN4712_c0_g1_i1	1035	903.445	34	1.23499
TRINITY_DN4741_c0_g1_i1	553	421.905	0	0
TRINITY_DN4731_c0_g1_i1	324	196.69	5	0.834208
TRINITY_DN4771_c0_g1_i1	975	843.445	16	0.622516
TRINITY_DN4792_c0_g1_i1	475	344.365	76	7.24239
TRINITY_DN4740_c0_g1_i1	387	257.671	11	1.40093
TRINITY_DN4783_c0_g1_i1	239	121.139	0	0
TRINITY_DN4763_c0_g1_i1	1232	1100.44	27	0.805161
TRINITY_DN4717_c0_g1_i1	270	147.08	1	0.223117
TRINITY_DN4710_c0_g1_i1	254	133.24	16	3.9407
TRINITY_DN4774_c0_g1_i1	555	423.905	2	0.154828
TRINITY_DN4753_c0_g1_i1	562	430.905	12	0.913876
TRINITY_DN4767_c0_g1_i1	207	96.3623	2	0.681099
TRINITY_DN4750_c0_g1_i1	317	190.101	0	0
TRINITY_DN0_c0_g1_i1	1486	1354.44	266	6.44477
TRINITY_DN59_c0_g1_i2	469	338.399	42.7315	4.14387
TRINITY_DN59_c0_g1_i1	501	370.221	23.2685	2.06251
TRINITY_DN9_c0_g1_i1	926	794.445	58	2.39581
TRINITY_DN47_c0_g1_i4	1364	1232.44	54	1.43785
TRINITY_DN47_c0_g1_i3	1162	1030.44	0	0
TRINITY_DN47_c0_g1_i2	1162	1030.44	69	2.19741
TRINITY_DN65_c0_g2_i1	1723	1591.44	66	1.36094
TRINITY_DN65_c0_g1_i2	1501	1369.44	113	2.70783
TRINITY_DN57_c0_g1_i4	614	482.593	10.507	0.714473
TRINITY_DN57_c0_g1_i2	691	559.445	6.99598	0.410373
TRINITY_DN57_c0_g1_i1	685	553.445	30.4862	1.80766
TRINITY_DN57_c0_g1_i3	608	476.593	56.0108	3.85667
TRINITY_DN71_c0_g2_i1	1697	1565.44	49	1.02718
TRINITY_DN71_c0_g1_i1	227	111.227	2	0.590077
TRINITY_DN25_c0_g2_i1	635	503.496	3.29106	0.2145
TRINITY_DN25_c0_g2_i2	734	602.445	63.7089	3.47033
TRINITY_DN25_c0_g1_i1	1738	1606.44	192.993	3.94242
